"Crop","GCM","Impact","Has","prod","yield","low_imp","mid_imp","hig_imp","dfr_low","dfr_mid","dfr_hig"
"Cocoa","GISS-E2-1-G","adjust",347727.625324786,934489.586,0.528109637245934,0.422487709796747,0.369676746072154,0.31686578234756,934489.16351229,934489.216323254,934489.269134218
"Cocoa","GISS-E2-1-H","adjust",273383.043459594,934489.586,0.550185409037432,0.440148327229946,0.385129786326202,0.330111245422459,934489.145851673,934489.200870214,934489.255888755
"Cocoa","INM-CM4-8","adjust",277399.864293143,934489.586,0.554678222880117,0.443742578304093,0.388274756016082,0.33280693372807,934489.142257422,934489.197725244,934489.253193066
"Cocoa","INM-CM5-0","adjust",263117.527685598,934489.586,0.549740499595804,0.439792399676643,0.384818349717062,0.329844299757482,934489.1462076,934489.20118165,934489.2561557
"Cocoa","IPSL-CM6A-LR","adjust",431049.06557858,934489.586,0.51432971862385,0.41146377489908,0.360030803036695,0.30859783117431,934489.174536225,934489.225969197,934489.277402169
"Cocoa","MIROC-ES2L","adjust",463272.287096471,934489.586,0.519231300575157,0.415385040460126,0.36346191040261,0.311538780345094,934489.17061496,934489.22253809,934489.27446122
"Cocoa","MIROC6","adjust",479537.929466039,934489.586,0.548439036494632,0.438751229195706,0.383907325546242,0.329063421896779,934489.147248771,934489.202092674,934489.256936578
"Cocoa","MPI-ESM1-2-HR","adjust",769018.424150586,934489.586,0.514799981869913,0.41183998549593,0.360359987308939,0.308879989121948,934489.174160014,934489.225640013,934489.277120011
"Cocoa","MPI-ESM1-2-LR","adjust",859211.287413538,934489.586,0.537529310248207,0.430023448198566,0.376270517173745,0.322517586148924,934489.155976552,934489.209729483,934489.263482414
"Cocoa","MRI-ESM2-0","adjust",243353.244544446,934489.586,0.555634485048051,0.444507588038441,0.388944139533636,0.33338069102883,934489.141492412,934489.19705586,934489.252619309
"Cocoa","UKESM1-0-LL","adjust",427001.240658611,934489.586,0.520222469880554,0.416177975904443,0.364155728916388,0.312133481928333,934489.169822024,934489.221844271,934489.273866518
"Cashew","ACCESS-CM2","adjust",60435.8360896334,97794.184,0.589937256262667,0.471949805010133,0.412956079383867,0.3539623537576,97793.712050195,97793.7710439206,97793.8300376462
"Cashew","ACCESS-ESM1-5","adjust",59132.0438529961,97794.184,0.584604717805698,0.467683774244559,0.409223302463989,0.350762830683419,97793.7163162257,97793.7747766975,97793.8332371693
"Cashew","AWI-CM-1-1-MR","adjust",47003.8302746043,97794.184,0.584244059423748,0.467395247538998,0.408970841596623,0.350546435654249,97793.7166047525,97793.7750291584,97793.8334535643
"Cashew","BCC-CSM2-MR","adjust",50864.9107293002,97794.184,0.587783119976246,0.470226495980997,0.411448183983372,0.352669871985748,97793.713773504,97793.772551816,97793.831330128
"Cashew","CanESM5-CanOE","adjust",58557.5826544911,97794.184,0.584904552461069,0.467923641968855,0.409433186722748,0.350942731476641,97793.716076358,97793.7745668133,97793.8330572685
"Cashew","CanESM5","adjust",58557.5826544911,97794.184,0.584904552461069,0.467923641968855,0.409433186722748,0.350942731476641,97793.716076358,97793.7745668133,97793.8330572685
"Cashew","CMCC-ESM2","adjust",61383.048654478,97794.184,0.579211426771039,0.463369141416831,0.405447998739727,0.347526856062623,97793.7206308586,97793.7785520013,97793.8364731439
"Cashew","CNRM-CM6-1-HR","adjust",53092.0407566242,97794.184,0.590613896950807,0.472491117560646,0.413429727865565,0.354368338170484,97793.7115088824,97793.7705702721,97793.8296316618
"Cashew","CNRM-CM6-1","adjust",53092.0407566242,97794.184,0.590613896950807,0.472491117560646,0.413429727865565,0.354368338170484,97793.7115088824,97793.7705702721,97793.8296316618
"Cashew","CNRM-ESM2-1","adjust",51107.3835774474,97794.184,0.589810332286787,0.47184826582943,0.412867232600751,0.353886199372072,97793.7121517342,97793.7711327674,97793.8301138006
"Cashew","EC-Earth3-Veg-LR","adjust",84075.0348231792,97794.184,0.581057776794312,0.46484622143545,0.406740443756018,0.348634666076587,97793.7191537786,97793.7772595562,97793.8353653339
"Cashew","EC-Earth3-Veg","adjust",84075.0348231792,97794.184,0.581057776794312,0.46484622143545,0.406740443756018,0.348634666076587,97793.7191537786,97793.7772595562,97793.8353653339
"Cashew","GFDL-ESM4","adjust",64660.3146829382,97794.184,0.576868683316628,0.461494946653303,0.40380807832164,0.346121209989977,97793.7225050533,97793.7801919217,97793.83787879
"Cashew","GISS-E2-1-G","adjust",50818.138554167,97794.184,0.591127838840939,0.472902271072752,0.413789487188657,0.354676703304564,97793.7110977289,97793.7702105128,97793.8293232967
"Cashew","GISS-E2-1-H","adjust",53556.6831282303,97794.184,0.596497755590021,0.477198204472017,0.417548428913014,0.357898653354012,97793.7068017955,97793.7664515711,97793.8261013466
"Cashew","INM-CM4-8","adjust",61978.9847242087,97794.184,0.590492495102993,0.472393996082394,0.413344746572095,0.354295497061796,97793.7116060039,97793.7706552534,97793.8297045029
"Cashew","INM-CM5-0","adjust",63854.2651210986,97794.184,0.595403878151744,0.476323102521395,0.416782714706221,0.357242326891046,97793.7076768975,97793.7672172853,97793.8267576731
"Cashew","IPSL-CM6A-LR","adjust",55006.7513492815,97794.184,0.590136529507973,0.472109223606378,0.413095570655581,0.354081917704784,97793.7118907764,97793.7709044293,97793.8299180823
"Cashew","MIROC-ES2L","adjust",56676.263623815,97794.184,0.59291694138359,0.474333553106872,0.415041858968513,0.355750164830154,97793.7096664469,97793.768958141,97793.8282498352
"Cashew","MIROC6","adjust",46297.3657063358,97794.184,0.584360019556421,0.467488015645137,0.409052013689495,0.350616011733853,97793.7165119844,97793.7749479863,97793.8333839883
"Cashew","MPI-ESM1-2-HR","adjust",48238.9905330501,97794.184,0.575193997674333,0.460155198139466,0.402635798372033,0.3451163986046,97793.7238448019,97793.7813642016,97793.8388836014
"Cashew","MPI-ESM1-2-LR","adjust",64409.0218907632,97794.184,0.579366831421619,0.463493465137295,0.405556781995133,0.347620098852971,97793.7205065349,97793.778443218,97793.8363799011
"Cashew","MRI-ESM2-0","adjust",54057.1000784747,97794.184,0.595899675386706,0.476719740309365,0.417129772770694,0.357539805232023,97793.7072802597,97793.7668702272,97793.8264601948
"Cashew","UKESM1-0-LL","adjust",55136.5968899839,97794.184,0.596742625266695,0.477394100213356,0.417719837686686,0.358045575160017,97793.7066058998,97793.7662801623,97793.8259544248
"Coconut","ACCESS-CM2","adjust",9116.66711274907,490312.672,6.14676696275763,4.91741357020611,4.30273687393034,3.68806017765458,490307.75458643,490308.369263126,490308.983939822
"Coconut","ACCESS-ESM1-5","adjust",9554.85242945608,490312.672,7.74631219689998,6.19704975751998,5.42241853782998,4.64778731813999,490306.474950242,490307.249581462,490308.024212682
"Coconut","AWI-CM-1-1-MR","adjust",13649.4572066534,490312.672,5.71866116075543,4.57492892860434,4.0030628125288,3.43119669645326,490308.097071071,490308.668937187,490309.240803304
"Coconut","BCC-CSM2-MR","adjust",16781.9778804313,490312.672,8.46676080974071,6.77340864779257,5.9267325668185,5.08005648584443,490305.898591352,490306.745267433,490307.591943514
"Coconut","CanESM5-CanOE","adjust",20670.3623174233,490312.672,5.18958898611908,4.15167118889527,3.63271229028336,3.11375339167145,490308.520328811,490309.03928771,490309.558246608
"Coconut","CanESM5","adjust",20670.3623174233,490312.672,5.18958898611908,4.15167118889527,3.63271229028336,3.11375339167145,490308.520328811,490309.03928771,490309.558246608
"Coconut","CMCC-ESM2","adjust",12027.6934793787,490312.672,5.87776148463053,4.70220918770442,4.11443303924137,3.52665689077832,490307.969790812,490308.557566961,490309.145343109
"Coconut","CNRM-CM6-1-HR","adjust",11825.2416607346,490312.672,5.58370460847243,4.46696368677795,3.9085932259307,3.35022276508346,490308.205036313,490308.763406774,490309.321777235
"Coconut","CNRM-CM6-1","adjust",11825.2416607346,490312.672,5.58370460847243,4.46696368677795,3.9085932259307,3.35022276508346,490308.205036313,490308.763406774,490309.321777235
"Coconut","CNRM-ESM2-1","adjust",18019.3964731349,490312.672,5.41883407047263,4.3350672563781,3.79318384933084,3.25130044228358,490308.336932744,490308.878816151,490309.420699558
"Coconut","EC-Earth3-Veg-LR","adjust",12428.1392362751,490312.672,7.07671888011897,5.66137510409518,4.95370321608328,4.24603132807138,490307.010624896,490307.718296784,490308.425968672
"Coconut","EC-Earth3-Veg","adjust",12428.1392362751,490312.672,7.07671888011897,5.66137510409518,4.95370321608328,4.24603132807138,490307.010624896,490307.718296784,490308.425968672
"Coconut","GFDL-ESM4","adjust",11719.4288264206,490312.672,5.75727062174811,4.60581649739849,4.03008943522368,3.45436237304887,490308.066183503,490308.641910565,490309.217637627
"Coconut","GISS-E2-1-G","adjust",25165.7610120978,490312.672,4.99183375478286,3.99346700382629,3.494283628348,2.99510025286972,490308.678532996,490309.177716372,490309.676899747
"Coconut","GISS-E2-1-H","adjust",19229.9417017568,490312.672,5.34401998959572,4.27521599167658,3.74081399271701,3.20641199375743,490308.396784008,490308.931186007,490309.465588006
"Coconut","INM-CM4-8","adjust",11088.2286633002,490312.672,7.32466247126278,5.85972997701022,5.12726372988394,4.39479748275767,490306.812270023,490307.54473627,490308.277202517
"Coconut","INM-CM5-0","adjust",9600.60709536076,490312.672,5.90545023863034,4.72436019090427,4.13381516704124,3.5432701431782,490307.947639809,490308.538184833,490309.128729857
"Coconut","IPSL-CM6A-LR","adjust",10739.287546712,490312.672,5.80133089598163,4.64106471678531,4.06093162718714,3.48079853758898,490308.030935283,490308.611068373,490309.191201462
"Coconut","MIROC-ES2L","adjust",13267.5901140319,490312.672,5.59970965278652,4.47976772222921,3.91979675695056,3.35982579167191,490308.192232278,490308.752203243,490309.312174208
"Coconut","MIROC6","adjust",11928.3992600804,490312.672,5.54005544971282,4.43204435977025,3.87803881479897,3.32403326982769,490308.23995564,490308.793961185,490309.34796673
"Coconut","MPI-ESM1-2-HR","adjust",14806.414656423,490312.672,5.44448439944078,4.35558751955263,3.81113907960855,3.26669063966447,490308.31641248,490308.86086092,490309.40530936
"Coconut","MPI-ESM1-2-LR","adjust",15350.6364749344,490312.672,5.83208090113082,4.66566472090466,4.08245663079157,3.49924854067849,490308.006335279,490308.589543369,490309.172751459
"Coconut","MRI-ESM2-0","adjust",18307.2305723978,490312.672,5.42498224524746,4.33998579619797,3.79748757167322,3.25498934714848,490308.332014204,490308.874512428,490309.417010653
"Coconut","UKESM1-0-LL","adjust",18889.2258118289,490312.672,5.34350320080468,4.27480256064374,3.74045224056327,3.20610192048281,490308.397197439,490308.931547759,490309.46589808
"Oil palm","ACCESS-CM2","adjust",74289.9488400919,276773.16,0.713989611323206,0.571191689058565,0.499792727926244,0.428393766793923,276772.588808311,276772.660207272,276772.731606233
"Oil palm","ACCESS-ESM1-5","adjust",44111.5520890085,276773.16,0.731631783408583,0.585305426726866,0.512142248386008,0.43897907004515,276772.574694573,276772.647857752,276772.72102093
"Oil palm","AWI-CM-1-1-MR","adjust",21758.6765475972,276773.16,0.735453695108197,0.588362956086557,0.514817586575738,0.441272217064918,276772.571637044,276772.645182413,276772.718727783
"Oil palm","BCC-CSM2-MR","adjust",22265.3637729408,276773.16,0.74441596877867,0.595532775022936,0.521091178145069,0.446649581267202,276772.564467225,276772.638908822,276772.713350419
"Oil palm","CanESM5-CanOE","adjust",67397.095834868,276773.16,0.722065972723811,0.577652778179049,0.505446180906668,0.433239583634287,276772.582347222,276772.654553819,276772.726760416
"Oil palm","CanESM5","adjust",67397.095834868,276773.16,0.722065972723811,0.577652778179049,0.505446180906668,0.433239583634287,276772.582347222,276772.654553819,276772.726760416
"Oil palm","CMCC-ESM2","adjust",33098.5743852938,276773.16,0.721298793148831,0.577039034519065,0.504909155204182,0.432779275889299,276772.582960965,276772.655090845,276772.727220724
"Oil palm","CNRM-CM6-1-HR","adjust",47754.9942746162,276773.16,0.723531382594544,0.578825106075635,0.506471967816181,0.434118829556726,276772.581174894,276772.653528032,276772.72588117
"Oil palm","CNRM-CM6-1","adjust",47754.9942746162,276773.16,0.723531382594544,0.578825106075635,0.506471967816181,0.434118829556726,276772.581174894,276772.653528032,276772.72588117
"Oil palm","CNRM-ESM2-1","adjust",37619.7897552513,276773.16,0.725994115697268,0.580795292557814,0.508195880988088,0.435596469418361,276772.579204707,276772.651804119,276772.724403531
"Oil palm","EC-Earth3-Veg-LR","adjust",14449.59432586,276773.16,0.740087586288294,0.592070069030635,0.518061310401805,0.444052551772976,276772.567929931,276772.64193869,276772.715947448
"Oil palm","EC-Earth3-Veg","adjust",14449.59432586,276773.16,0.740087586288294,0.592070069030635,0.518061310401805,0.444052551772976,276772.567929931,276772.64193869,276772.715947448
"Oil palm","GFDL-ESM4","adjust",76389.2505888762,276773.16,0.718973063124304,0.575178450499443,0.503281144187013,0.431383837874583,276772.584821549,276772.656718856,276772.728616162
"Oil palm","GISS-E2-1-G","adjust",62258.244649996,276773.16,0.725098592100881,0.580078873680704,0.507569014470616,0.435059155260528,276772.579921126,276772.652430986,276772.724940845
"Oil palm","GISS-E2-1-H","adjust",69281.1738100732,276773.16,0.720484879543794,0.576387903635035,0.504339415680656,0.432290927726276,276772.583612096,276772.655660584,276772.727709072
"Oil palm","INM-CM4-8","adjust",16595.0435670698,276773.16,0.738859915205934,0.591087932164747,0.517201940644153,0.44331594912356,276772.568912068,276772.642798059,276772.716684051
"Oil palm","INM-CM5-0","adjust",22960.5022829548,276773.16,0.727129762428283,0.581703809942626,0.508990833699798,0.43627785745697,276772.57829619,276772.651009166,276772.723722143
"Oil palm","IPSL-CM6A-LR","adjust",61702.0053962432,276773.16,0.720880278412139,0.576704222729711,0.504616194888497,0.432528167047283,276772.583295777,276772.655383805,276772.727471833
"Oil palm","MIROC-ES2L","adjust",59099.7161358111,276773.16,0.718619511545061,0.574895609236049,0.503033658081543,0.431171706927037,276772.585104391,276772.656966342,276772.728828293
"Oil palm","MIROC6","adjust",33555.8950846866,276773.16,0.72599937784131,0.580799502273048,0.508199564488917,0.435599626704786,276772.579200498,276772.651800436,276772.724400373
"Oil palm","MPI-ESM1-2-HR","adjust",16847.8346792189,276773.16,0.7403655737255,0.5922924589804,0.51825590160785,0.4442193442353,276772.567707541,276772.641744098,276772.715780656
"Oil palm","MPI-ESM1-2-LR","adjust",19242.8734247526,276773.16,0.746603431543498,0.597282745234798,0.522622402080448,0.447962058926099,276772.562717255,276772.637377598,276772.712037941
"Oil palm","MRI-ESM2-0","adjust",57735.0990019981,276773.16,0.721624127078998,0.577299301663199,0.505136888955299,0.432974476247399,276772.582700698,276772.654863111,276772.727025524
"Oil palm","UKESM1-0-LL","adjust",87271.0304501569,276773.16,0.718256652680802,0.574605322144642,0.502779656876561,0.430953991608481,276772.585394678,276772.657220343,276772.729046008
"Rubber","ACCESS-CM2","adjust",30923.6339025553,70900,1.06338821401003,0.850710571208025,0.744371749807022,0.638032928406019,70899.1492894288,70899.2556282502,70899.3619670716
"Rubber","ACCESS-ESM1-5","adjust",26004.0800212268,70900,1.04108005342231,0.832864042737848,0.728756037395617,0.624648032053386,70899.1671359573,70899.2712439626,70899.3753519679
"Rubber","AWI-CM-1-1-MR","adjust",20270.717030568,70900,1.06843378090327,0.854747024722614,0.747903646632288,0.641060268541961,70899.1452529753,70899.2520963534,70899.3589397315
"Rubber","BCC-CSM2-MR","adjust",23815.0902846418,70900,1.03928054160378,0.831424433283027,0.727496379122648,0.62356832496227,70899.1685755667,70899.2725036209,70899.376431675
"Rubber","CanESM5-CanOE","adjust",29806.3736288436,70900,1.07840243184891,0.862721945479129,0.754881702294238,0.647041459109347,70899.1372780545,70899.2451182977,70899.3529585409
"Rubber","CanESM5","adjust",29806.3736288436,70900,1.07840243184891,0.862721945479129,0.754881702294238,0.647041459109347,70899.1372780545,70899.2451182977,70899.3529585409
"Rubber","CMCC-ESM2","adjust",24192.3366257679,70900,1.04529641226993,0.836237129815943,0.73170748858895,0.627177847361957,70899.1637628702,70899.2682925114,70899.3728221526
"Rubber","CNRM-CM6-1-HR","adjust",23991.7278447822,70900,1.06291410724081,0.850331285792647,0.744039875068566,0.637748464344486,70899.1496687142,70899.2559601249,70899.3622515357
"Rubber","CNRM-CM6-1","adjust",23991.7278447822,70900,1.06291410724081,0.850331285792647,0.744039875068566,0.637748464344486,70899.1496687142,70899.2559601249,70899.3622515357
"Rubber","CNRM-ESM2-1","adjust",22974.7541555949,70900,1.05190873879081,0.841526991032652,0.73633611715357,0.631145243274489,70899.158473009,70899.2636638828,70899.3688547567
"Rubber","EC-Earth3-Veg-LR","adjust",31072.9709289502,70900,1.07629317192332,0.861034537538656,0.753405220346324,0.645775903153992,70899.1389654625,70899.2465947797,70899.3542240969
"Rubber","EC-Earth3-Veg","adjust",31072.9709289502,70900,1.07629317192332,0.861034537538656,0.753405220346324,0.645775903153992,70899.1389654625,70899.2465947797,70899.3542240969
"Rubber","GFDL-ESM4","adjust",22907.8636867739,70900,1.01315163231178,0.810521305849422,0.709206142618244,0.607890979387066,70899.1894786942,70899.2907938574,70899.3921090206
"Rubber","GISS-E2-1-G","adjust",24891.7192273475,70900,1.03598188128499,0.82878550502799,0.725187316899491,0.621589128770993,70899.171214495,70899.2748126831,70899.3784108712
"Rubber","GISS-E2-1-H","adjust",19967.6470495239,70900,1.03617451057019,0.82893960845615,0.725322157399131,0.621704706342113,70899.1710603915,70899.2746778426,70899.3782952937
"Rubber","INM-CM4-8","adjust",30439.932489479,70900,1.04526081745016,0.836208653960129,0.731682572215112,0.627156490470096,70899.163791346,70899.2683174278,70899.3728435095
"Rubber","INM-CM5-0","adjust",31326.673597021,70900,1.06633787895498,0.853070303163986,0.746436515268488,0.639802727372989,70899.1469296968,70899.2535634847,70899.3601972726
"Rubber","IPSL-CM6A-LR","adjust",20749.8394617829,70900,1.0473290481513,0.837863238521043,0.733130333705912,0.628397428890782,70899.1621367615,70899.2668696663,70899.3716025711
"Rubber","MIROC-ES2L","adjust",29914.3550080601,70900,1.05495329492235,0.843962635937879,0.738467306445644,0.632971976953409,70899.1560373641,70899.2615326935,70899.367028023
"Rubber","MIROC6","adjust",24142.4977966808,70900,1.04111682932918,0.832893463463344,0.728781780530426,0.624670097597508,70899.1671065365,70899.2712182195,70899.3753299024
"Rubber","MPI-ESM1-2-HR","adjust",20235.2818404566,70900,1.07201188321054,0.857609506568436,0.750408318247381,0.643207129926327,70899.1423904934,70899.2495916818,70899.3567928701
"Rubber","MPI-ESM1-2-LR","adjust",22471.8529839348,70900,1.08775669308132,0.870205354465055,0.761429685156923,0.652654015848791,70899.1297946455,70899.2385703148,70899.3473459841
"Rubber","MRI-ESM2-0","adjust",24665.9591861684,70900,1.02411430153401,0.819291441227211,0.71688001107381,0.614468580920408,70899.1807085588,70899.2831199889,70899.3855314191
"Rubber","UKESM1-0-LL","adjust",29939.6290131267,70900,1.08398209895145,0.867185679161163,0.758787469266018,0.650389259370872,70899.1328143208,70899.2412125307,70899.3496107406
"Mango","ACCESS-CM2","adjust",3332.70330832247,101540.618,19.3782170056913,15.502573604553,13.5647519039839,11.6269302034147,101525.115426395,101527.053248096,101528.991069797
"Mango","ACCESS-ESM1-5","adjust",2651.31392511073,101540.618,18.413987573246,14.7311900585968,12.8897913012722,11.0483925439476,101525.886809941,101527.728208699,101529.569607456
"Mango","AWI-CM-1-1-MR","adjust",1882.92075002287,101540.618,18.8406735982817,15.0725388786254,13.1884715187972,11.304404158969,101525.545461121,101527.429528481,101529.313595841
"Mango","BCC-CSM2-MR","adjust",2608.95480625797,101540.618,18.5272283503627,14.8217826802901,12.9690598452539,11.1163370102176,101525.79621732,101527.648940155,101529.50166299
"Mango","CanESM5-CanOE","adjust",3014.66226737667,101540.618,17.0565886924596,13.6452709539677,11.9396120847217,10.2339532154758,101526.972729046,101528.678387915,101530.384046785
"Mango","CanESM5","adjust",3014.66226737667,101540.618,17.0565886924596,13.6452709539677,11.9396120847217,10.2339532154758,101526.972729046,101528.678387915,101530.384046785
"Mango","CMCC-ESM2","adjust",1346.01755948458,101540.618,18.4571199023336,14.7656959218669,12.9199839316335,11.0742719414001,101525.852304078,101527.698016068,101529.543728059
"Mango","CNRM-CM6-1-HR","adjust",2798.98959037382,101540.618,17.2654969805063,13.812397584405,12.0858478863544,10.3592981883038,101526.805602416,101528.532152114,101530.258701812
"Mango","CNRM-CM6-1","adjust",2798.98959037382,101540.618,17.2654969805063,13.812397584405,12.0858478863544,10.3592981883038,101526.805602416,101528.532152114,101530.258701812
"Mango","CNRM-ESM2-1","adjust",1442.02999750245,101540.618,17.6583816810282,14.1267053448225,12.3608671767197,10.5950290086169,101526.491294655,101528.257132823,101530.022970991
"Mango","EC-Earth3-Veg-LR","adjust",3478.98054422904,101540.618,20.331338386418,16.2650707091344,14.2319368704926,12.1988030318508,101524.352929291,101526.38606313,101528.419196968
"Mango","EC-Earth3-Veg","adjust",3478.98054422904,101540.618,20.331338386418,16.2650707091344,14.2319368704926,12.1988030318508,101524.352929291,101526.38606313,101528.419196968
"Mango","GFDL-ESM4","adjust",3012.16129562724,101540.618,19.3766672488419,15.5013337990735,13.5636670741893,11.6260003493051,101525.116666201,101527.054332926,101528.991999651
"Mango","GISS-E2-1-G","adjust",2309.80079776887,101540.618,16.8789973165587,13.503197853247,11.8152981215911,10.1273983899352,101527.114802147,101528.802701878,101530.49060161
"Mango","GISS-E2-1-H","adjust",2181.33509873319,101540.618,17.5922800934684,14.0738240747747,12.3145960654279,10.555368056081,101526.544175925,101528.303403935,101530.062631944
"Mango","INM-CM4-8","adjust",2490.93796973769,101540.618,18.417780551782,14.7342244414256,12.8924463862474,11.0506683310692,101525.883775559,101527.725553614,101529.567331669
"Mango","INM-CM5-0","adjust",2251.3039614642,101540.618,17.6781387810316,14.1425110248253,12.3746971467221,10.606883268619,101526.475488975,101528.243302853,101530.011116731
"Mango","IPSL-CM6A-LR","adjust",2468.83420665283,101540.618,17.1311281077729,13.7049024862183,11.991789675441,10.2786768646637,101526.913097514,101528.626210325,101530.339323135
"Mango","MIROC-ES2L","adjust",2553.57821061183,101540.618,17.0283033731439,13.6226426985151,11.9198123612007,10.2169820238864,101526.995357301,101528.698187639,101530.401017976
"Mango","MIROC6","adjust",1614.21183795575,101540.618,18.0526095731414,14.4420876585132,12.636826701199,10.8315657438849,101526.175912341,101527.981173299,101529.786434256
"Mango","MPI-ESM1-2-HR","adjust",828.381148998626,101540.618,19.5311309896946,15.6249047917556,13.6717916927862,11.7186785938167,101524.993095208,101526.946208307,101528.899321406
"Mango","MPI-ESM1-2-LR","adjust",1403.01300214697,101540.618,18.2405593970259,14.5924475176207,12.7683915779181,10.9443356382155,101526.025552482,101527.849608422,101529.673664362
"Mango","MRI-ESM2-0","adjust",1960.84431306738,101540.618,17.3938341692427,13.9150673353942,12.1756839184699,10.4363005015456,101526.702932665,101528.442316082,101530.181699498
"Mango","UKESM1-0-LL","adjust",2793.46043974999,101540.618,17.9381956505517,14.3505565204414,12.5567369553862,10.762917390331,101526.26744348,101528.061263045,101529.85508261
"Cocoa","ACCESS-CM2","transform",8313.11191418767,934489.586,0.503499890385215,0.402799912308172,0.35244992326965,0.302099934231129,934489.183200088,934489.233550077,934489.283900066
"Cocoa","ACCESS-ESM1-5","transform",433.455653972924,934489.586,0.516775125891887,0.413420100713509,0.361742588124321,0.310065075535132,934489.172579899,934489.224257412,934489.275934924
"Cocoa","BCC-CSM2-MR","transform",111.39814555645,934489.586,0.555751422374957,0.444601137899966,0.38902599566247,0.333450853424974,934489.141398862,934489.196974004,934489.252549147
"Cocoa","CanESM5-CanOE","transform",5839.68611422926,934489.586,0.523358064654035,0.418686451723228,0.366350645257824,0.314014838792421,934489.167313548,934489.219649355,934489.271985161
"Cocoa","CanESM5","transform",5839.68611422926,934489.586,0.523358064654035,0.418686451723228,0.366350645257824,0.314014838792421,934489.167313548,934489.219649355,934489.271985161
"Cocoa","CMCC-ESM2","transform",9003.60269485414,934489.586,0.537622826552975,0.43009826124238,0.376335978587082,0.322573695931785,934489.155901739,934489.209664021,934489.263426304
"Cocoa","CNRM-CM6-1-HR","transform",4302.8465468511,934489.586,0.539855377958373,0.431884302366698,0.377898764570861,0.323913226775024,934489.154115698,934489.208101235,934489.262086773
"Cocoa","CNRM-CM6-1","transform",4302.8465468511,934489.586,0.539855377958373,0.431884302366698,0.377898764570861,0.323913226775024,934489.154115698,934489.208101235,934489.262086773
"Cocoa","CNRM-ESM2-1","transform",4173.33177065849,934489.586,0.481920199952011,0.385536159961609,0.337344139966407,0.289152119971206,934489.20046384,934489.24865586,934489.29684788
"Cocoa","EC-Earth3-Veg-LR","transform",741.057210169733,934489.586,0.505043332497598,0.404034665998078,0.353530332748318,0.303025999498559,934489.181965334,934489.232469667,934489.282974001
"Cocoa","EC-Earth3-Veg","transform",741.057210169733,934489.586,0.505043332497598,0.404034665998078,0.353530332748318,0.303025999498559,934489.181965334,934489.232469667,934489.282974001
"Cocoa","GFDL-ESM4","transform",605.830722607672,934489.586,0.520814443490461,0.416651554792369,0.364570110443323,0.312488666094276,934489.169348445,934489.22142989,934489.273511334
"Cocoa","GISS-E2-1-G","transform",1158.57220069319,934489.586,0.528109637245934,0.422487709796747,0.369676746072154,0.31686578234756,934489.16351229,934489.216323254,934489.269134218
"Cocoa","GISS-E2-1-H","transform",3327.91907075793,934489.586,0.550185409037432,0.440148327229946,0.385129786326202,0.330111245422459,934489.145851673,934489.200870214,934489.255888755
"Cocoa","INM-CM4-8","transform",73.3776531815529,934489.586,0.554678222880117,0.443742578304093,0.388274756016082,0.33280693372807,934489.142257422,934489.197725244,934489.253193066
"Cocoa","INM-CM5-0","transform",34.806140422821,934489.586,0.549740499595804,0.439792399676643,0.384818349717062,0.329844299757482,934489.1462076,934489.20118165,934489.2561557
"Cocoa","IPSL-CM6A-LR","transform",882.202443920076,934489.586,0.51432971862385,0.41146377489908,0.360030803036695,0.30859783117431,934489.174536225,934489.225969197,934489.277402169
"Cocoa","MIROC-ES2L","transform",2237.94477818161,934489.586,0.519231300575157,0.415385040460126,0.36346191040261,0.311538780345094,934489.17061496,934489.22253809,934489.27446122
"Cocoa","MIROC6","transform",287.132453195751,934489.586,0.548439036494632,0.438751229195706,0.383907325546242,0.329063421896779,934489.147248771,934489.202092674,934489.256936578
"Cocoa","MPI-ESM1-2-HR","transform",3.035236120224,934489.586,0.514799981869913,0.41183998549593,0.360359987308939,0.308879989121948,934489.174160014,934489.225640013,934489.277120011
"Cocoa","MRI-ESM2-0","transform",1662.91306076199,934489.586,0.555634485048051,0.444507588038441,0.388944139533636,0.33338069102883,934489.141492412,934489.19705586,934489.252619309
"Cocoa","UKESM1-0-LL","transform",8511.12996838242,934489.586,0.520222469880554,0.416177975904443,0.364155728916388,0.312133481928333,934489.169822024,934489.221844271,934489.273866518
"Coconut","ACCESS-ESM1-5","transform",0,490312.672,7.74631219689998,6.19704975751998,5.42241853782998,4.64778731813999,490306.474950242,490307.249581462,490308.024212682
"Coconut","BCC-CSM2-MR","transform",0,490312.672,8.46676080974071,6.77340864779257,5.9267325668185,5.08005648584443,490305.898591352,490306.745267433,490307.591943514
"Coconut","CMCC-ESM2","transform",0,490312.672,5.87776148463053,4.70220918770442,4.11443303924137,3.52665689077832,490307.969790812,490308.557566961,490309.145343109
"Coconut","CNRM-CM6-1-HR","transform",0,490312.672,5.58370460847243,4.46696368677795,3.9085932259307,3.35022276508346,490308.205036313,490308.763406774,490309.321777235
"Coconut","CNRM-CM6-1","transform",0,490312.672,5.58370460847243,4.46696368677795,3.9085932259307,3.35022276508346,490308.205036313,490308.763406774,490309.321777235
"Coconut","CNRM-ESM2-1","transform",0,490312.672,5.41883407047263,4.3350672563781,3.79318384933084,3.25130044228358,490308.336932744,490308.878816151,490309.420699558
